id,verse_id,word_position,text_arabic,transliteration,translation_english,created_at,updated_at,grammar_info
2062,434,3,مُّؤۡصَدَةٞ,Mu'ṣadatun,Closed over,2025-12-07 00:11:26.527356+00,2025-12-09 00:01:07.606014+00,"{""case"":""nominative"",""features"":[""root:وصد"",""nominative""],""part_of_speech"":""Noun""}"
2063,435,1,فِي,Fī,In,2025-12-07 00:11:26.527356+00,2025-12-09 00:01:07.74498+00,"{""features"":[""particle""],""part_of_speech"":""Particle""}"
2064,435,2,عَمَدٖ,ʿamadin,Columns,2025-12-07 00:11:26.527356+00,2025-12-09 00:01:07.794497+00,"{""case"":""genitive"",""gender"":""masculine"",""number"":""plural"",""features"":[""root:عمد"",""masculine plural"",""genitive""],""part_of_speech"":""Noun""}"
2065,435,3,مُّمَدَّدَةِۭ,Mumaddadatin,Extended,2025-12-07 00:11:26.527356+00,2025-12-09 00:01:07.842444+00,"{""case"":""genitive"",""features"":[""root:مدد"",""genitive""],""part_of_speech"":""Noun""}"
2066,436,1,أَلَمۡ,Alam,Have not,2025-12-07 00:11:26.527356+00,2025-12-09 00:01:08.090015+00,"{""features"":[""noun""],""part_of_speech"":""Noun""}"
2067,436,2,تَرَ,Tara,You seen,2025-12-07 00:11:26.527356+00,2025-12-09 00:01:08.143619+00,"{""form"":""1"",""mood"":""jussive"",""tense"":""present"",""voice"":""active"",""aspect"":""imperfect"",""gender"":""masculine"",""number"":""plural"",""person"":""first"",""features"":[""root:رأي"",""masculine singular"",""masculine plural""],""part_of_speech"":""Verb""}"
2068,436,3,كَيۡفَ,Kayfa,How,2025-12-07 00:11:26.527356+00,2025-12-09 00:01:08.203134+00,"{""features"":[""root:كيف""],""part_of_speech"":""Noun""}"
2069,436,4,فَعَلَ,Faʿala,Dealt,2025-12-07 00:11:26.527356+00,2025-12-09 00:01:08.252807+00,"{""form"":""1"",""tense"":""past"",""voice"":""active"",""aspect"":""perfect"",""gender"":""masculine"",""number"":""singular"",""person"":""first"",""features"":[""root:فعل"",""masculine singular""],""part_of_speech"":""Verb""}"
2070,436,5,رَبُّكَ,Rabbuka,Your Lord,2025-12-07 00:11:26.527356+00,2025-12-09 00:01:08.299721+00,"{""case"":""nominative"",""features"":[""noun"",""pronoun"",""root:ربب""],""part_of_speech"":""noun_pronoun"",""pronoun_gender"":""masculine"",""pronoun_number"":""singular"",""pronoun_person"":""second""}"
2071,436,6,بِأَصۡحَٰبِ,Biaṣḥābi,With  Companions,2025-12-07 00:11:26.527356+00,2025-12-09 00:01:08.346704+00,"{""case"":""genitive"",""features"":[""preposition"",""noun""],""part_of_speech"":""preposition_noun""}"
2072,436,7,ٱلۡفِيلِ,Lfīli,Elephant,2025-12-07 00:11:26.527356+00,2025-12-09 00:01:08.394257+00,"{""case"":""genitive"",""features"":[""root:فيل"",""genitive""],""part_of_speech"":""Noun""}"
2073,437,1,أَلَمۡ,Alam,Did not,2025-12-07 00:11:26.527356+00,2025-12-09 00:01:08.546898+00,"{""features"":[""noun""],""part_of_speech"":""Noun""}"
2074,437,2,يَجۡعَلۡ,Yajʿal,He make,2025-12-07 00:11:26.527356+00,2025-12-09 00:01:08.597902+00,"{""form"":""1"",""mood"":""jussive"",""tense"":""present"",""voice"":""active"",""aspect"":""imperfect"",""gender"":""masculine"",""number"":""plural"",""person"":""first"",""features"":[""root:جعل"",""masculine singular"",""masculine plural""],""part_of_speech"":""Verb""}"
2075,437,3,كَيۡدَهُمۡ,Kaydahum,Their plan,2025-12-07 00:11:26.527356+00,2025-12-09 00:01:08.648225+00,"{""case"":""accusative"",""features"":[""noun"",""pronoun"",""root:كيد""],""part_of_speech"":""noun_pronoun"",""pronoun_gender"":""masculine"",""pronoun_number"":""plural"",""pronoun_person"":""third""}"
2076,437,4,فِي,Fī,Go,2025-12-07 00:11:26.527356+00,2025-12-09 00:01:08.695941+00,"{""features"":[""particle""],""part_of_speech"":""Particle""}"
2077,437,5,تَضۡلِيلٖ,Taḍlīlin,Astray,2025-12-07 00:11:26.527356+00,2025-12-09 00:01:08.747245+00,"{""case"":""genitive"",""features"":[""root:ضلل"",""genitive""],""part_of_speech"":""Noun""}"
2078,438,1,وَأَرۡسَلَ,Waarsala,And He sent,2025-12-07 00:11:26.527356+00,2025-12-09 00:01:08.886039+00,"{""form"":""4"",""tense"":""past"",""voice"":""active"",""aspect"":""perfect"",""gender"":""masculine"",""number"":""singular"",""features"":[""root:رسل"",""masculine singular""],""part_of_speech"":""Verb""}"
2079,438,2,عَلَيۡهِمۡ,ʿalayhim,Against them,2025-12-07 00:11:26.527356+00,2025-12-09 00:01:08.935321+00,"{""gender"":""masculine"",""number"":""plural"",""features"":[""masculine plural""],""part_of_speech"":""Particle""}"
2080,438,3,طَيۡرًا,Ṭayran,Birds,2025-12-07 00:11:26.527356+00,2025-12-09 00:01:08.979634+00,"{""case"":""accusative"",""gender"":""masculine"",""number"":""plural"",""features"":[""root:طير"",""masculine plural"",""accusative""],""part_of_speech"":""Noun""}"
2081,438,4,أَبَابِيلَ,Abābīla,Flocks,2025-12-07 00:11:26.527356+00,2025-12-09 00:01:09.02747+00,"{""case"":""accusative"",""gender"":""masculine"",""number"":""plural"",""features"":[""root:أبل"",""masculine plural"",""accusative""],""part_of_speech"":""Noun""}"
2082,439,1,تَرۡمِيهِم,Tarmīhim,Striking them,2025-12-07 00:11:26.527356+00,2025-12-09 00:01:09.183608+00,"{""form"":""1"",""mood"":""indicative"",""tense"":""present"",""voice"":""active"",""aspect"":""imperfect"",""person"":""first"",""features"":[""verb"",""pronoun"",""root:رمي""],""part_of_speech"":""verb_pronoun"",""pronoun_gender"":""masculine"",""pronoun_number"":""plural"",""pronoun_person"":""third""}"
2083,439,2,بِحِجَارَةٖ,Biḥijāratin,With stones,2025-12-07 00:11:26.527356+00,2025-12-09 00:01:09.232355+00,"{""case"":""genitive"",""features"":[""preposition"",""noun""],""part_of_speech"":""preposition_noun""}"
2084,439,3,مِّن,Min,Of,2025-12-07 00:11:26.527356+00,2025-12-09 00:01:09.27832+00,"{""features"":[""particle""],""part_of_speech"":""Particle""}"
2085,439,4,سِجِّيلٖ,Sijjīlin,Baked clay,2025-12-07 00:11:26.527356+00,2025-12-09 00:01:09.326252+00,"{""case"":""genitive"",""features"":[""root:سجل"",""genitive""],""part_of_speech"":""Noun""}"
2086,440,1,فَجَعَلَهُمۡ,Fajaʿalahum,Then He made them,2025-12-07 00:11:26.527356+00,2025-12-09 00:01:09.470745+00,"{""form"":""1"",""tense"":""past"",""voice"":""active"",""aspect"":""perfect"",""person"":""first"",""features"":[""verb"",""pronoun"",""root:جعل""],""part_of_speech"":""verb_pronoun"",""pronoun_gender"":""masculine"",""pronoun_number"":""plural"",""pronoun_person"":""third""}"
2087,440,2,كَعَصۡفٖ,Kaʿaṣfin,Like straw,2025-12-07 00:11:26.527356+00,2025-12-09 00:01:09.514456+00,"{""case"":""genitive"",""features"":[""preposition"",""noun""],""part_of_speech"":""preposition_noun""}"
2088,440,3,مَّأۡكُولِۭ,Makūlin,Eaten up,2025-12-07 00:11:26.527356+00,2025-12-09 00:01:09.566983+00,"{""case"":""genitive"",""features"":[""root:أكل"",""genitive""],""part_of_speech"":""Noun""}"
2089,441,1,لِإِيلَٰفِ,Liīlāfi,For  familiarity,2025-12-07 00:11:26.527356+00,2025-12-09 00:01:09.832915+00,"{""case"":""genitive"",""features"":[""preposition"",""noun""],""part_of_speech"":""preposition_noun""}"
2090,441,2,قُرَيۡشٍ,Qurayshin,Quraish,2025-12-07 00:11:26.527356+00,2025-12-09 00:01:09.881872+00,"{""case"":""genitive"",""features"":[""root:قرش"",""genitive""],""part_of_speech"":""Noun""}"
2091,442,1,إِۦلَٰفِهِمۡ,Īlāfihim,Their familiarity,2025-12-07 00:11:26.527356+00,2025-12-09 00:01:10.027365+00,"{""case"":""genitive"",""features"":[""noun"",""pronoun"",""root:ألف""],""part_of_speech"":""noun_pronoun"",""pronoun_gender"":""masculine"",""pronoun_number"":""plural"",""pronoun_person"":""third""}"
2092,442,2,رِحۡلَةَ,Riḥ'lata,Journey,2025-12-07 00:11:26.527356+00,2025-12-09 00:01:10.080701+00,"{""case"":""accusative"",""features"":[""root:رحل"",""accusative""],""part_of_speech"":""Noun""}"
2093,442,3,ٱلشِّتَآءِ,Lshitāi,Winter,2025-12-07 00:11:26.527356+00,2025-12-09 00:01:10.194307+00,"{""case"":""genitive"",""features"":[""root:شتو"",""genitive""],""part_of_speech"":""Noun""}"
2094,442,4,وَٱلصَّيۡفِ,Walṣayfi,And summer,2025-12-07 00:11:26.527356+00,2025-12-09 00:01:10.242978+00,"{""case"":""genitive"",""features"":[""root:صيف"",""genitive""],""part_of_speech"":""Noun""}"
2095,443,1,فَلۡيَعۡبُدُواْ,Falyaʿbudū,So let them worship,2025-12-07 00:11:26.527356+00,2025-12-09 00:01:10.382947+00,"{""form"":""1"",""mood"":""jussive"",""tense"":""present"",""voice"":""active"",""aspect"":""imperfect"",""person"":""first"",""features"":[""verb"",""pronoun"",""root:عبد""],""part_of_speech"":""verb_pronoun"",""pronoun_gender"":""masculine"",""pronoun_number"":""plural"",""pronoun_person"":""third""}"
2096,443,2,رَبَّ,Rabba,Lord,2025-12-07 00:11:26.527356+00,2025-12-09 00:01:10.431745+00,"{""case"":""accusative"",""features"":[""root:ربب"",""accusative""],""part_of_speech"":""Noun""}"
2097,443,3,هَٰذَا,Hādhā,This,2025-12-07 00:11:26.527356+00,2025-12-09 00:01:10.486691+00,"{""gender"":""masculine"",""number"":""singular"",""features"":[""masculine singular""],""part_of_speech"":""Noun""}"
2098,443,4,ٱلۡبَيۡتِ,Lbayti,House,2025-12-07 00:11:26.527356+00,2025-12-09 00:01:10.531687+00,"{""case"":""genitive"",""features"":[""root:بيت"",""genitive""],""part_of_speech"":""Noun""}"
2099,444,1,ٱلَّذِيٓ,Alladhī,The One Who,2025-12-07 00:11:26.527356+00,2025-12-09 00:01:10.669266+00,"{""gender"":""masculine"",""number"":""singular"",""features"":[""masculine singular""],""part_of_speech"":""Noun""}"
2100,444,2,أَطۡعَمَهُم,Aṭʿamahum,Feeds them,2025-12-07 00:11:26.527356+00,2025-12-09 00:01:10.71847+00,"{""form"":""4"",""tense"":""past"",""voice"":""active"",""aspect"":""perfect"",""features"":[""verb"",""pronoun"",""root:طعم""],""part_of_speech"":""verb_pronoun"",""pronoun_gender"":""masculine"",""pronoun_number"":""plural"",""pronoun_person"":""third""}"
2101,444,3,مِّن,Min,[from],2025-12-07 00:11:26.527356+00,2025-12-09 00:01:10.768461+00,"{""features"":[""particle""],""part_of_speech"":""Particle""}"
2102,444,4,جُوعٖ,Jūʿin,Hunger,2025-12-07 00:11:26.527356+00,2025-12-09 00:01:10.823787+00,"{""case"":""genitive"",""features"":[""root:جوع"",""genitive""],""part_of_speech"":""Noun""}"
2103,444,5,وَءَامَنَهُم,Waāmanahum,And gives them security,2025-12-07 00:11:26.527356+00,2025-12-09 00:01:10.871949+00,"{""form"":""4"",""tense"":""past"",""voice"":""active"",""aspect"":""perfect"",""features"":[""verb"",""pronoun"",""root:أمن""],""part_of_speech"":""verb_pronoun"",""pronoun_gender"":""masculine"",""pronoun_number"":""plural"",""pronoun_person"":""third""}"
2104,444,6,مِّنۡ,Min,From,2025-12-07 00:11:26.527356+00,2025-12-09 00:01:10.919588+00,"{""features"":[""particle""],""part_of_speech"":""Particle""}"
2105,444,7,خَوۡفِۭ,Khawfin,Fear,2025-12-07 00:11:26.527356+00,2025-12-09 00:01:10.967188+00,"{""case"":""genitive"",""features"":[""root:خوف"",""genitive""],""part_of_speech"":""Noun""}"
2106,445,1,أَرَءَيۡتَ,Araayta,Have you seen,2025-12-07 00:11:26.527356+00,2025-12-09 00:01:11.228847+00,"{""form"":""1"",""tense"":""past"",""voice"":""active"",""aspect"":""perfect"",""person"":""first"",""features"":[""verb"",""pronoun"",""root:رأي""],""part_of_speech"":""verb_pronoun"",""pronoun_gender"":""masculine"",""pronoun_number"":""singular"",""pronoun_person"":""second""}"
2107,445,2,ٱلَّذِي,Alladhī,The one who,2025-12-07 00:11:26.527356+00,2025-12-09 00:01:11.282408+00,"{""gender"":""masculine"",""number"":""singular"",""features"":[""masculine singular""],""part_of_speech"":""Noun""}"
2108,445,3,يُكَذِّبُ,Yukadhibu,Denies,2025-12-07 00:11:26.527356+00,2025-12-09 00:01:11.32804+00,"{""form"":""2"",""mood"":""indicative"",""tense"":""present"",""voice"":""active"",""aspect"":""imperfect"",""gender"":""masculine"",""number"":""plural"",""person"":""second"",""features"":[""root:كذب"",""masculine singular"",""masculine plural""],""part_of_speech"":""Verb""}"
2109,445,4,بِٱلدِّينِ,Bildīni,The Judgment,2025-12-07 00:11:26.527356+00,2025-12-09 00:01:11.373852+00,"{""case"":""genitive"",""features"":[""preposition"",""noun""],""part_of_speech"":""preposition_noun""}"
2110,446,1,فَذَٰلِكَ,Fadhālika,Then that,2025-12-07 00:11:26.527356+00,2025-12-09 00:01:11.525428+00,"{""gender"":""masculine"",""number"":""singular"",""features"":[""masculine singular""],""part_of_speech"":""Noun""}"
2111,446,2,ٱلَّذِي,Alladhī,The one who,2025-12-07 00:11:26.527356+00,2025-12-09 00:01:11.62178+00,"{""gender"":""masculine"",""number"":""singular"",""features"":[""masculine singular""],""part_of_speech"":""Noun""}"
2112,446,3,يَدُعُّ,Yaduʿʿu,Repulses,2025-12-07 00:11:26.527356+00,2025-12-09 00:01:11.66972+00,"{""form"":""1"",""mood"":""indicative"",""tense"":""present"",""voice"":""active"",""aspect"":""imperfect"",""gender"":""masculine"",""number"":""plural"",""person"":""first"",""features"":[""root:دعع"",""masculine singular"",""masculine plural""],""part_of_speech"":""Verb""}"
2113,446,4,ٱلۡيَتِيمَ,Lyatīma,The orphan,2025-12-07 00:11:26.527356+00,2025-12-09 00:01:11.717464+00,"{""case"":""accusative"",""gender"":""masculine"",""number"":""singular"",""features"":[""root:يتم"",""masculine singular"",""accusative""],""part_of_speech"":""Noun""}"
2114,447,1,وَلَا,Walā,And  not,2025-12-07 00:11:26.527356+00,2025-12-09 00:01:11.879776+00,"{""features"":[""particle""],""part_of_speech"":""Particle""}"
2115,447,2,يَحُضُّ,Yaḥuḍḍu,Feel the urge,2025-12-07 00:11:26.527356+00,2025-12-09 00:01:11.927321+00,"{""form"":""1"",""mood"":""indicative"",""tense"":""present"",""voice"":""active"",""aspect"":""imperfect"",""gender"":""masculine"",""number"":""plural"",""person"":""first"",""features"":[""root:حضض"",""masculine singular"",""masculine plural""],""part_of_speech"":""Verb""}"
2116,447,3,عَلَىٰ,ʿalā,To,2025-12-07 00:11:26.527356+00,2025-12-09 00:01:11.974443+00,"{""features"":[""particle""],""part_of_speech"":""Particle""}"
2117,447,4,طَعَامِ,Ṭaʿāmi,Feed,2025-12-07 00:11:26.527356+00,2025-12-09 00:01:12.024644+00,"{""case"":""genitive"",""features"":[""root:طعم"",""genitive""],""part_of_speech"":""Noun""}"
2118,447,5,ٱلۡمِسۡكِينِ,Lmis'kīni,The poor,2025-12-07 00:11:26.527356+00,2025-12-09 00:01:12.079901+00,"{""case"":""genitive"",""gender"":""masculine"",""number"":""singular"",""features"":[""root:سكن"",""masculine singular"",""genitive""],""part_of_speech"":""Noun""}"
2119,448,1,فَوَيۡلٞ,Fawaylun,So woe,2025-12-07 00:11:26.527356+00,2025-12-09 00:01:12.217193+00,"{""case"":""nominative"",""features"":[""nominative""],""part_of_speech"":""Noun""}"
2120,448,2,لِّلۡمُصَلِّينَ,Lil'muṣallīna,To those who pray,2025-12-07 00:11:26.527356+00,2025-12-09 00:01:12.269154+00,"{""case"":""genitive"",""features"":[""preposition"",""noun""],""part_of_speech"":""preposition_noun""}"
2121,449,1,ٱلَّذِينَ,Alladhīna,Those who,2025-12-07 00:11:26.527356+00,2025-12-09 00:01:12.408473+00,"{""gender"":""masculine"",""number"":""plural"",""features"":[""masculine plural""],""part_of_speech"":""Noun""}"
2122,449,2,هُمۡ,Hum,[they],2025-12-07 00:11:26.527356+00,2025-12-09 00:01:12.46049+00,"{""gender"":""masculine"",""number"":""plural"",""features"":[""masculine plural""],""part_of_speech"":""Noun""}"
2123,449,3,عَن,ʿan,About,2025-12-07 00:11:26.527356+00,2025-12-09 00:01:12.510024+00,"{""features"":[""particle""],""part_of_speech"":""Particle""}"
2124,449,4,صَلَاتِهِمۡ,Ṣalātihim,Their prayers,2025-12-07 00:11:26.527356+00,2025-12-09 00:01:12.556418+00,"{""case"":""genitive"",""features"":[""noun"",""pronoun"",""root:صلو""],""part_of_speech"":""noun_pronoun"",""pronoun_gender"":""masculine"",""pronoun_number"":""plural"",""pronoun_person"":""third""}"
2125,449,5,سَاهُونَ,Sāhūna,Neglectful,2025-12-07 00:11:26.527356+00,2025-12-09 00:01:12.600951+00,"{""case"":""nominative"",""gender"":""masculine"",""number"":""plural"",""features"":[""root:سهو"",""masculine plural"",""nominative""],""part_of_speech"":""Noun""}"
2126,450,1,ٱلَّذِينَ,Alladhīna,Those who,2025-12-07 00:11:26.527356+00,2025-12-09 00:01:12.747774+00,"{""gender"":""masculine"",""number"":""plural"",""features"":[""masculine plural""],""part_of_speech"":""Noun""}"
2127,450,2,هُمۡ,Hum,[they],2025-12-07 00:11:26.527356+00,2025-12-09 00:01:12.802422+00,"{""gender"":""masculine"",""number"":""plural"",""features"":[""masculine plural""],""part_of_speech"":""Noun""}"
2128,450,3,يُرَآءُونَ,Yurāūna,Make show,2025-12-07 00:11:26.527356+00,2025-12-09 00:01:12.847667+00,"{""form"":""3"",""mood"":""indicative"",""tense"":""present"",""voice"":""active"",""aspect"":""imperfect"",""person"":""third"",""features"":[""verb"",""pronoun"",""root:رأي""],""part_of_speech"":""verb_pronoun"",""pronoun_gender"":""masculine"",""pronoun_number"":""plural"",""pronoun_person"":""third""}"
2129,451,1,وَيَمۡنَعُونَ,Wayamnaʿūna,And they deny,2025-12-07 00:11:26.527356+00,2025-12-09 00:01:12.999309+00,"{""form"":""1"",""mood"":""indicative"",""tense"":""present"",""voice"":""active"",""aspect"":""imperfect"",""person"":""first"",""features"":[""verb"",""pronoun"",""root:منع""],""part_of_speech"":""verb_pronoun"",""pronoun_gender"":""masculine"",""pronoun_number"":""plural"",""pronoun_person"":""third""}"
2130,451,2,ٱلۡمَاعُونَ,Lmāʿūna,[the] small kindnesses,2025-12-07 00:11:26.527356+00,2025-12-09 00:01:13.048768+00,"{""case"":""accusative"",""features"":[""root:عون"",""accusative""],""part_of_speech"":""Noun""}"
2131,452,1,إِنَّآ,Innā,"Indeed, We",2025-12-07 00:11:26.527356+00,2025-12-09 00:01:13.297785+00,"{""case"":""accusative"",""features"":[""accusative""],""part_of_speech"":""Particle""}"
2132,452,2,أَعۡطَيۡنَٰكَ,Aʿṭaynāka,We have given you,2025-12-07 00:11:26.527356+00,2025-12-09 00:01:13.350786+00,"{""form"":""4"",""tense"":""past"",""voice"":""active"",""aspect"":""perfect"",""person"":""first"",""features"":[""verb"",""pronoun"",""root:عطو""],""part_of_speech"":""verb_pronoun"",""pronoun_number"":""plural"",""pronoun_person"":""first""}"
2133,452,3,ٱلۡكَوۡثَرَ,Lkawthara,Al-Kauthar,2025-12-07 00:11:26.527356+00,2025-12-09 00:01:13.397664+00,"{""case"":""accusative"",""features"":[""root:كثر"",""accusative""],""part_of_speech"":""Noun""}"
2134,453,1,فَصَلِّ,Faṣalli,So pray,2025-12-07 00:11:26.527356+00,2025-12-09 00:01:13.551927+00,"{""form"":""2"",""tense"":""imperative"",""voice"":""active"",""aspect"":""imperative"",""gender"":""masculine"",""number"":""plural"",""person"":""second"",""features"":[""root:صلو"",""masculine singular"",""masculine plural""],""part_of_speech"":""Verb""}"
